event 1,event 2,cost
535,510,420100
356,311,394000
1021,1002,412500
279,285,446600
528,504,500001
396,393,420000
338,341,362200
353,314,355800
359,345,334700
346,311,321300
597,559,324000
1707,1585,243100
377,368,324300
369,362,335400
489,449,344200
456,410,458600
1963,1815,310900
98,103,343100
1100,1053,345600
83,84,326700
260,247,346900
148,153,297200
390,376,287500
636,537,263500
174,159,235700
501,526,321400
765,737,305800
376,330,300000
310,270,285000
235,198,239300
679,587,425000
686,590,387500
501,478,414300
447,408,412500
622,570,358700
721,637,267500
454,416,500001
329,313,350000
244,242,363200
253,253,334700
287,256,335900
230,206,325800
206,194,372000
362,334,348300
408,354,345800
408,433,326700
785,713,325000
472,424,339000
285,268,303800
460,453,360600
591,556,466700
300,265,500001
520,458,500001
808,696,500001
269,264,343100
405,371,420800
726,663,500001
427,378,500001
2473,2003,500001
521,447,500001
181,149,500001
339,268,321800
161,159,272000
934,880,271200
441,456,276300
1180,978,287500
482,494,284600
495,465,324000
1590,1538,351700
461,415,320000
548,493,302900
1245,1229,366900
155,153,450000
558,541,301300
308,303,303900
822,777,215000
171,194,248900
419,394,263800
305,307,265500
234,215,276100
380,356,276700
777,735,307200
175,180,357200
458,434,362600
186,185,361400
510,506,345900
352,335,350800
252,263,340700
374,292,329400
234,231,316000
69,73,331800
1781,1544,285700
275,266,387200
388,360,363500
314,320,363600
306,282,356000
224,232,365900
503,474,352300
240,237,365200
216,209,365900
216,163,422000
345,355,500001
491,447,500001
270,254,500001
7,4,500001
966,579,356100
3984,3595,283200
161,172,411200
118,117,432100
452,441,456600
174,180,434800
248,242,456300
453,461,377200
454,409,330700
355,348,287800
337,326,294500
458,450,299000
967,920,400000
588,523,187500
2062,1566,247600
228,228,303300
128,137,266700
219,222,284400
394,387,289600
791,639,500001
547,519,500001
332,327,500001
409,357,175900
133,162,159600
309,348,162000
532,470,156400
618,593,151200
532,505,162800
675,591,179700
493,528,232800
612,548,184100
614,601,200600
340,317,238700
365,369,230200
274,308,251300
420,377,222200
869,794,216700
268,250,239600
226,255,232400
36,40,200000
661,618,240200
660,661,226300
802,727,223400
340,326,213600
560,506,184400
765,726,175900
1068,1038,282700
513,519,268300
757,704,233300
686,682,235300
884,748,203300
924,880,224200
504,519,304100
481,456,171100
394,396,163100
230,215,181500
340,370,128000
169,143,131300
135,112,187500
327,319,177700
561,527,182300
365,354,184600
329,335,165500
420,389,191300
458,455,168000
591,558,169100
1016,948,165400
571,498,154200
283,274,157500
412,396,146200
369,340,174000
491,462,174500
651,605,158700
359,367,172000
371,380,138100
460,424,150400
286,298,139800
706,652,164700
264,241,205600
24,23,350000
473,387,154700
139,133,182100
173,162,152300
739,692,163100
253,219,164200
694,595,150600
1174,1110,167300
304,293,160100
485,478,141300
11,7,112500
795,769,346200
1716,1674,290500
69,65,146900
381,369,186800
189,188,187500
512,503,200000
719,646,208300
271,250,350000
440,418,416100
1270,1226,285200
175,163,265600
386,380,273400
410,413,270800
472,457,350000
974,935,351200
443,386,192400
517,526,203100
292,285,218900
411,390,195300
472,399,306700
361,344,238300
533,531,225800
519,486,225000
711,672,242300
711,652,268500
,403,255400
860,806,260500
295,306,368500
280,282,351900
673,606,285200
603,560,293900
361,363,350000
556,539,248100
802,737,234500
588,516,243200
559,529,227200
,771,231700
584,535,257500
658,595,253400
583,554,267800
606,588,276400
287,288,321500
508,459,326700
357,374,311900
366,388,409800
168,159,500001
1081,1023,446700
746,697,300000
246,242,401900
,441,361500
471,416,464300
475,412,332800
666,633,303800
590,508,254300
452,422,225000
522,510,287500
607,572,396400
362,362,367100
469,462,394100
595,591,380100
439,434,361000
308,314,352700
208,208,254200
280,264,292100
592,538,271200
518,480,336900
475,454,296200
283,287,312100
280,273,344400
418,406,329500
179,200,271900
496,459,217700
396,375,301200
368,370,261300
325,302,209200
194,195,263700
303,301,326600
418,395,341700
719,657,268000
608,568,273400
406,380,200000
390,386,234800
506,485,263900
406,371,252000
535,542,267000
47,45,285000
280,295,317900
294,296,306300
452,455,309900
886,829,245600
517,470,241300
1186,1150,462200
345,310,422000
280,276,457400
,339,446600
2077,2017,500001
204,210,331300
920,886,400000
492,493,409800
335,318,500001
1005,937,366700
1231,1178,472700
74,75,420500
267,266,375700
881,862,446100
582,547,429100
522,483,257100
370,372,370400
591,546,374300
284,274,406200
297,286,380400
385,371,368100
292,275,372900
1436,1371,280000
1417,1337,318600
769,656,187500
857,811,206300
885,870,351100
280,269,354700
1299,1175,238700
360,349,321200
433,440,331200
,326,374000
295,296,500001
406,399,498400
339,319,446800
418,419,358000
265,251,323500
336,309,365600
651,629,256300
1066,993,255400
305,311,292600
1075,987,286600
338,332,241900
107,107,189800
682,611,208300
1169,1117,222400
14,16,162500
318,319,238000
460,438,243600
874,819,256800
356,345,255500
637,561,217100
806,742,220200
536,531,230800
183,179,253700
253,260,252700
290,282,257400
525,522,177100
894,863,178600
945,846,252300
756,675,247500
162,160,298800
658,607,284100
271,263,282600
1005,890,209600
945,905,200000
1605,1574,209800
1465,1332,192900
338,331,228100
444,422,187500
1027,978,193800
864,790,201300
994,983,219500
1021,935,229000
716,680,258300
844,803,224300
554,512,254000
560,544,238000
395,383,257700
401,394,269000
670,643,202300
1488,1458,222100
570,544,196900
260,235,275000
479,443,187500
320,334,268800
1222,1205,248100
332,288,175000
506,439,210700
776,736,229000
1111,1005,218100
470,451,207100
74,68,218800
396,359,205000
1131,1072,221900
1856,1772,184500
773,754,217500
439,430,260500
88,89,243800
1025,912,255900
265,246,181300
1132,1100,446200
489,480,402900
316,309,302200
620,612,320400
913,852,280900
277,262,326100
243,231,332400
1169,1077,287900
468,466,343500
263,278,349600
346,342,345300
136,135,328900
337,311,294400
254,248,289000
418,433,284600
682,621,262900
393,375,192400
614,559,231800
444,403,341200
249,240,352100
331,315,272500
149,150,361700
119,122,222700
1985,1924,206500
1997,1872,251900
115,111,200000
1549,1405,172100
890,851,181300
1116,1078,222700
41,38,118800
389,340,212100
564,544,250000
465,485,247100
483,459,245100
463,439,222000
517,510,226000
347,319,217000
165,176,223100
315,316,235500
377,367,231300
385,362,231400
252,255,219900
343,334,231200
633,599,226900
301,295,229900
190,204,209100
322,295,209500
491,490,224700
379,360,230400
613,570,232000
170,171,225000
326,329,216000
240,239,229100
290,289,226900
701,653,232000
580,561,232500
478,458,250000
281,270,293800
228,255,267900
375,365,251800
575,499,247800
344,343,247000
212,222,249500
391,353,254500
294,246,244500
649,654,247900
168,138,17500
303,301,331800
756,695,497400
377,344,450000
1763,1644,246900
690,643,258800
665,547,349300
170,208,366700
356,403,279300
428,380,234600
453,427,278300
398,357,205000
446,435,315000
931,850,218300
917,873,219400
498,484,146000
313,327,161800
410,390,153500
326,313,160300
61,62,164600
447,404,193800
347,374,155500
298,293,154600
265,269,167000
280,267,154200
382,342,122900
401,401,160100
228,226,154200
146,143,138800
11,13,162500
244,235,144100
194,180,151700
305,289,137100
638,620,149800
2370,2312,349100
163,157,293800
1161,1227,260500
2274,2156,358700
1253,1162,248700
821,802,211700
1164,1083,174600
495,464,161700
426,446,224500
721,692,215600
1153,1131,349900
306,298,451500
573,562,309700
694,688,198000
735,679,451400
2005,1907,156800
461,429,212800
457,407,184200
505,509,155500
485,464,166700
967,867,222100
322,317,355500
365,329,186700
718,720,185500
429,429,297200
248,221,275000
363,359,283400
415,401,269500
667,634,235300
586,559,209200
318,303,233000
1033,954,192100
428,421,245500
280,256,209500
145,148,170800
373,333,194500
413,400,194300
528,545,209400
566,536,228900
437,445,203000
621,621,191700
345,332,187600
1659,1627,223000
2474,2397,348900
1176,1112,192600
808,746,150400
399,389,144600
1978,1923,231100
871,853,202200
516,478,177200
344,339,190500
1509,1486,275700
770,695,230000
954,938,180500
494,459,167200
414,389,180900
1381,1327,212300
566,522,214700
998,1019,240700
604,498,136000
488,532,121900
2174,2036,156800
1893,1859,239500
894,885,261800
130,123,125000
152,126,212500
496,513,291200
895,810,181800
458,455,289700
,530,226000
476,483,158700
494,465,154200
328,299,151800
934,874,152500
496,454,112100
297,303,117800
265,257,115200
591,563,136400
523,493,135100
194,201,139100
556,545,146900
502,522,139200
932,828,214800
652,629,124000
662,633,113600
348,343,127300
394,388,109800
247,218,127200
486,472,103600
108,86,92600
629,591,108000
772,765,113500
491,478,114800
333,301,116300
192,183,116100
272,300,128700
590,550,131300
1178,909,125900
205,252,108500
923,834,117300
504,459,91900
819,782,98000
339,312,93300
1004,942,116200
298,293,134300
553,509,135700
599,548,129200
316,328,140100
213,204,161000
586,576,146200
491,496,128800
740,730,134200
1069,954,130800
725,759,135000
654,569,113200
108,119,117800
115,112,98800
489,467,122600
261,269,119400
243,233,118100
771,694,113300
317,302,94300
700,665,110700
237,221,110900
358,348,110600
814,810,129700
378,348,118100
464,451,116400
440,449,129600
809,754,123300
636,602,113600
,328,115800
448,447,113000
402,377,227900
2812,2666,310700
643,637,247600
5290,5050,253900
1650,1534,212900
591,522,230600
1642,1554,282100
2862,2777,315600
117,114,253800
2751,2676,267000
557,593,221200
3078,2890,368300
4179,4072,339700
937,943,262100
,727,264400
575,573,271500
1544,1429,402500
497,472,462700
166,178,386200
101,95,500001
349,343,380900
716,764,267200
882,768,258700
944,884,189900
585,609,218200
639,651,263900
542,543,239100
477,424,191700
327,317,189600
621,604,216600
320,332,188300
191,200,220000
800,796,206900
790,728,186000
490,466,180600
197,196,196900
1363,1267,173300
1624,1526,180700
403,416,180600
361,339,183800
274,258,158500
165,150,178000
220,217,174500
819,737,199600
211,228,192200
602,619,182700
241,246,168800
276,289,165300
147,153,151300
670,656,157000
272,268,141900
321,317,141300
535,498,140200
255,249,140100
654,623,155600
351,364,164300
386,385,147400
856,752,117600
391,358,136100
316,311,139800
422,425,133000
456,361,124100
361,386,138200
194,221,151400
328,317,138500
398,365,132600
578,592,145500
309,298,149500
576,548,144400
67,80,134400
1316,1187,142600
684,713,153000
695,645,126200
254,244,153400
28,26,137500
527,531,141000
369,347,147200
888,823,139400
106,108,152500
616,595,145800
456,426,138500
360,373,145900
207,191,134800
480,447,142400
474,481,164100
709,670,158400
496,468,157100
364,335,162500
830,807,152200
1209,1178,159700
617,594,161300
761,762,160500
448,432,140800
904,846,141600
316,338,143900
277,276,160100
613,573,160800
534,496,131000
657,642,141800
639,670,143400
484,419,166500
476,448,154100
324,331,140600
338,332,151800
850,848,159900
552,557,173100
675,626,176700
514,497,195400
476,406,201200
417,418,187700
203,226,189000
399,378,176500
431,428,163900
153,163,161300
353,382,165500
225,235,154200
228,231,191900
408,414,185200
305,273,188800
246,241,187100
128,128,206000
285,272,197000
317,320,185800
452,445,217100
266,262,186900
251,245,189600
323,305,207000
311,323,199400
722,718,181100
1037,963,185400
318,332,165700
397,393,150500
653,616,166000
478,501,166700
603,561,160700
728,679,180400
544,564,175900
411,416,168600
475,483,176600
272,266,220800
356,370,201200
280,206,181300
330,319,188900
394,375,176700
333,335,191800
1538,1449,187800
335,356,215600
489,477,207400
450,427,200300
1251,1117,204400
470,484,428500
1124,1047,491200
194,209,287200
290,275,274700
209,192,266200
261,271,188600
294,280,172000
137,123,218800
469,464,268300
164,149,249400
270,266,189000
561,549,204200
609,558,197600
207,207,191700
399,411,195500
521,513,218300
,500,211100
467,479,224900
262,259,202100
183,187,187500
221,244,205100
623,565,190700
22,20,182500
688,647,202800
227,249,204800
662,622,210200
422,447,193900
209,213,207300
404,363,170800
260,272,195200
415,411,184800
529,485,191700
381,365,183200
462,457,167300
268,278,162700
684,636,166800
228,237,160300
,497,155500
407,398,160700
426,416,156900
317,306,151100
422,371,157600
160,201,158000
206,216,161400
495,465,155700
315,313,159800
537,498,154600
295,324,163300
417,388,157300
,403,150400
331,312,152600
326,319,155800
159,179,145700
263,268,163100
270,284,158600
276,253,156500
200,205,153900
212,212,148300
268,257,158100
265,268,146900
388,380,181900
324,324,163500
354,334,160200
274,257,163000
304,300,161200
539,521,154500
331,354,158900
846,750,150800
289,268,149000
249,239,151800
394,376,157900
836,840,157600
361,375,153800
955,930,162900
258,228,135600
411,363,144100
233,216,157300
375,375,162400
306,308,159500
399,403,163100
446,431,164500
1168,1109,181000
239,253,178100
2185,2081,278300
76,75,330400
1761,1691,168800
419,448,161900
1332,1299,178200
1086,1087,192100
955,930,154100
381,352,131100
472,494,141400
1384,1229,199300
2486,2497,226200
,1251,136200
634,615,127200
310,276,190600
124,83,133300
162,166,191100
1789,1707,171900
30,35,136300
51,50,187500
618,591,211300
515,555,209700
172,173,138000
959,938,168300
1001,978,215400
1154,1121,226100
651,652,183900
632,598,193200
418,381,262100
397,415,382500
986,969,302400
700,679,152900
381,346,165500
375,367,179000
982,932,289900
538,566,324900
455,457,334300
346,333,333500
1144,1107,360400
468,449,176300
952,914,186700
540,522,183800
2919,2714,362500
2602,2552,330400
1018,982,284000
692,665,269900
177,185,325000
138,132,332200
210,200,297600
388,389,311100
570,555,300300
184,170,302200
3079,3061,265200
711,641,184500
2283,2159,186700
1255,1124,213200
318,276,105800
9,16,112500
506,369,137500
108,97,107500
92,103,94600
135,117,112500
6,7,67500
144,138,220100
1089,1083,273800
283,275,219400
710,759,184500
440,353,137500
542,523,151700
405,403,163900
207,194,179600
964,877,150300
348,329,136000
127,138,151700
388,352,148000
473,469,144500
309,290,142900
460,448,130500
472,437,500001
848,813,295000
156,157,311800
270,275,318500
432,437,365000
696,674,262000
227,206,270600
673,648,256800
472,439,265500
437,432,280800
548,528,500001
239,253,500001
283,267,486800
426,372,307400
398,380,410400
455,437,388900
401,373,265700
532,508,455400
249,247,350700
732,725,376800
713,659,278600
298,267,286500
419,412,362500
671,623,330000
218,225,484700
366,338,500001
665,622,500001
226,226,500001
295,303,500001
918,845,391500
379,360,437300
379,387,500001
250,243,352200
643,588,276200
311,295,377200
31,29,500001
729,668,218300
2873,2731,227300
257,199,252800
718,667,273600
1117,1037,242600
217,203,365900
458,431,430900
319,297,429000
373,359,445700
360,329,366000
458,435,414800
246,230,395100
288,281,408500
460,458,437400
831,744,161700
754,729,187300
1578,1524,222800
611,596,185600
633,617,178300
1579,1459,184100
1289,1192,235200
,474,153000
520,503,167000
431,425,178100
303,291,166900
224,221,158100
371,350,129400
331,324,130100
231,242,139200
325,333,175000
170,164,173800
671,640,212300
207,198,214800
332,340,278400
536,470,212200
345,329,211600
320,322,212200
361,368,233700
80,83,226000
280,261,219000
416,398,233600
634,540,201700
539,520,223900
609,541,233100
361,332,416900
120,121,447100
177,174,500001
627,622,426500
382,342,430200
380,357,445200
288,307,500001
318,309,500001
959,850,476700
848,759,248100
558,576,271500
369,375,275400
304,274,272400
485,412,239500
547,487,248700
412,406,273800
318,294,272600
636,609,257100
313,282,283600
355,334,256700
442,461,260100
451,426,235300
461,470,248900
427,416,252200
404,402,274300
388,371,262500
330,308,265900
238,237,258100
389,378,251600
370,357,198100
267,276,202400
578,530,208800
457,401,207200
718,751,206800
388,397,183000
